Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
P1;30/11/2019;Portimonense;Famalicao;2;1;H;1;0;H;12;12;5;4;21;17;6;3;1;1;0;0
P1;01/12/2019;Tondela;Belenenses;0;1;A;0;0;D;15;11;3;3;14;16;8;7;2;3;0;0
P1;01/12/2019;Setubal;Guimaraes;1;1;D;0;0;D;17;13;4;3;16;15;10;7;2;1;0;0
P1;01/12/2019;Gil Vicente;Sp Lisbon;3;1;H;1;1;D;7;9;4;2;14;13;1;3;4;2;0;0
P1;02/12/2019;Sp Braga;Rio Ave;2;0;H;1;0;H;12;9;4;2;20;12;7;3;2;2;0;0
P1;02/12/2019;Porto;Pacos Ferreira;2;0;H;1;0;H;8;5;6;4;18;13;8;1;2;3;0;0
P1;06/12/2019;Boavista;Benfica;1;4;A;1;1;D;9;11;5;6;17;10;3;5;4;4;0;0
P1;07/12/2019;Maritimo;Santa Clara;2;2;D;1;1;D;12;6;7;2;12;19;11;4;3;4;0;0
P1;07/12/2019;Famalicao;Tondela;2;3;A;1;2;A;27;8;10;5;16;18;9;3;2;7;0;0
P1;07/12/2019;Aves;Sp Braga;1;0;H;1;0;H;6;13;1;2;24;17;3;13;5;5;0;0
P1;08/12/2019;Guimaraes;Portimonense;2;0;H;1;0;H;10;13;5;2;15;9;8;3;1;1;0;0
P1;08/12/2019;Pacos Ferreira;Setubal;2;3;A;0;1;A;21;9;4;4;24;16;8;5;4;5;0;0
P1;08/12/2019;Sp Lisbon;Moreirense;1;0;H;0;0;D;28;9;9;1;16;11;8;2;3;4;0;1
P1;08/12/2019;Belenenses;Porto;1;1;D;1;1;D;5;16;3;7;21;18;2;4;7;2;0;0
P1;09/12/2019;Rio Ave;Gil Vicente;1;0;H;0;0;D;9;8;2;4;20;18;7;1;3;2;1;0
P1;13/12/2019;Portimonense;Rio Ave;1;1;D;0;1;A;16;9;6;2;18;14;5;1;4;3;1;0
P1;14/12/2019;Maritimo;Boavista;1;0;H;1;0;H;9;11;3;1;19;26;4;6;2;1;0;1
P1;14/12/2019;Benfica;Famalicao;4;0;H;1;0;H;17;8;6;4;7;7;8;3;0;2;0;0
P1;14/12/2019;Setubal;Aves;1;0;H;0;0;D;11;11;2;5;19;18;7;6;4;3;0;0
P1;15/12/2019;Moreirense;Belenenses;2;1;H;0;1;A;13;8;7;2;18;15;8;3;1;5;0;1
P1;15/12/2019;Gil Vicente;Guimaraes;2;2;D;2;0;H;6;16;4;7;15;17;3;7;4;1;0;0
P1;15/12/2019;Sp Braga;Pacos Ferreira;0;1;A;0;1;A;23;3;5;1;14;22;10;3;1;5;0;0
P1;16/12/2019;Santa Clara;Sp Lisbon;0;4;A;0;1;A;12;19;3;7;12;6;2;8;1;1;0;0
P1;16/12/2019;Porto;Tondela;3;0;H;2;0;H;12;2;5;0;16;9;8;0;0;0;0;0
P1;04/01/2020;Aves;Santa Clara;0;1;A;0;0;D;10;3;4;3;16;10;7;9;4;2;0;0
P1;04/01/2020;Boavista;Portimonense;1;1;D;0;0;D;5;6;2;5;16;15;4;5;1;2;0;0
P1;04/01/2020;Belenenses;Sp Braga;1;7;A;1;4;A;3;18;2;15;11;13;2;4;4;1;1;0
P1;04/01/2020;Guimaraes;Benfica;0;1;A;0;1;A;11;4;5;3;12;15;6;7;4;3;1;0
P1;05/01/2020;Pacos Ferreira;Moreirense;1;0;H;1;0;H;6;5;3;1;20;16;2;5;4;4;0;0
P1;05/01/2020;Rio Ave;Maritimo;0;1;A;0;0;D;6;6;3;3;11;25;3;2;1;5;0;0
P1;05/01/2020;Tondela;Gil Vicente;1;1;D;1;1;D;7;10;1;9;19;21;3;5;2;2;0;0
P1;05/01/2020;Sp Lisbon;Porto;1;2;A;1;1;D;11;9;2;7;21;16;4;3;5;5;0;0
P1;05/01/2020;Famalicao;Setubal;3;0;H;1;0;H;13;4;7;2;24;13;3;2;2;1;0;0
P1;10/01/2020;Benfica;Aves;2;1;H;0;1;A;28;6;11;3;12;11;17;2;4;2;0;0
P1;10/01/2020;Santa Clara;Rio Ave;0;1;A;0;0;D;8;5;4;3;12;22;3;4;2;3;0;0
P1;10/01/2020;Moreirense;Porto;2;4;A;2;2;D;8;14;5;6;11;11;4;7;2;4;0;1
P1;11/01/2020;Portimonense;Pacos Ferreira;0;0;D;0;0;D;8;2;4;0;18;21;3;4;2;3;0;0
P1;11/01/2020;Boavista;Famalicao;0;1;A;0;0;D;9;8;3;5;17;25;8;5;5;4;1;1
P1;11/01/2020;Setubal;Sp Lisbon;1;3;A;0;2;A;10;9;2;5;7;13;3;5;3;3;0;0
P1;12/01/2020;Gil Vicente;Belenenses;2;0;H;0;0;D;9;4;7;2;16;20;5;5;0;0;0;0
P1;12/01/2020;Maritimo;Guimaraes;0;0;D;0;0;D;4;15;1;9;19;16;3;16;1;2;0;0
P1;12/01/2020;Sp Braga;Tondela;2;1;H;0;1;A;17;6;6;2;10;10;9;1;4;3;0;0
P1;17/01/2020;Porto;Sp Braga;1;2;A;0;1;A;7;2;3;1;21;14;10;5;5;6;0;0
P1;17/01/2020;Sp Lisbon;Benfica;0;2;A;0;0;D;10;9;6;4;17;11;6;3;4;4;0;0
P1;18/01/2020;Aves;Portimonense;3;0;H;0;0;D;12;9;7;1;12;12;5;7;3;3;0;0
P1;18/01/2020;Guimaraes;Santa Clara;1;0;H;0;0;D;15;3;5;1;15;21;5;4;4;5;0;0
P1;18/01/2020;Tondela;Moreirense;1;1;D;0;0;D;16;5;4;1;11;21;2;2;1;3;0;0
P1;18/01/2020;Belenenses;Setubal;0;1;A;0;1;A;10;7;1;4;16;19;9;3;2;5;0;0
P1;19/01/2020;Pacos Ferreira;Gil Vicente;0;0;D;0;0;D;8;8;5;3;16;13;7;4;1;1;0;0
P1;19/01/2020;Famalicao;Maritimo;1;1;D;0;1;A;17;4;6;2;20;14;6;2;2;5;0;0
P1;19/01/2020;Rio Ave;Boavista;2;0;H;2;0;H;3;6;2;2;15;21;4;5;1;4;0;0
P1;26/01/2020;Belenenses;Portimonense;2;1;H;1;0;H;9;13;4;6;13;13;2;6;1;2;0;0
P1;26/01/2020;Famalicao;Santa Clara;0;1;A;0;1;A;11;5;1;2;14;14;12;7;2;4;0;0
P1;26/01/2020;Tondela;Setubal;0;3;A;0;2;A;12;5;6;4;17;16;11;2;1;2;0;0
P1;26/01/2020;Pacos Ferreira;Benfica;0;2;A;0;1;A;6;11;2;6;17;16;6;7;3;2;0;0
P1;26/01/2020;Aves;Boavista;0;1;A;0;1;A;3;9;2;3;15;24;4;4;4;5;0;0
P1;27/01/2020;Guimaraes;Rio Ave;1;2;A;0;2;A;14;5;7;3;14;18;14;1;0;4;0;0
P1;27/01/2020;Sp Lisbon;Maritimo;1;0;H;0;0;D;14;4;5;2;14;14;12;3;2;3;0;0
P1;28/01/2020;Porto;Gil Vicente;2;1;H;1;1;D;6;6;2;2;24;24;5;2;2;3;0;1
P1;29/01/2020;Moreirense;Sp Braga;1;2;A;0;2;A;6;11;4;6;14;15;2;6;3;3;0;1
P1;31/01/2020;Benfica;Belenenses;3;2;H;2;0;H;12;15;6;5;8;11;10;9;2;4;0;0
P1;31/01/2020;Rio Ave;Famalicao;2;2;D;0;2;A;7;17;3;7;13;20;4;6;4;3;0;0
P1;01/02/2020;Portimonense;Tondela;0;1;A;0;1;A;11;9;4;2;18;13;4;2;3;3;0;0
P1;01/02/2020;Setubal;Porto;0;4;A;0;2;A;7;20;2;6;13;11;3;5;1;2;0;0
P1;01/02/2020;Santa Clara;Pacos Ferreira;2;1;H;0;0;D;10;7;4;2;12;16;3;2;2;4;0;0
P1;02/02/2020;Gil Vicente;Moreirense;1;5;A;0;2;A;9;10;5;6;6;19;10;1;1;2;0;0
P1;02/02/2020;Maritimo;Aves;1;2;A;1;1;D;11;9;4;2;19;13;8;2;2;3;0;0
P1;02/02/2020;Sp Braga;Sp Lisbon;1;0;H;0;0;D;13;15;8;9;15;14;5;9;4;7;0;0
P1;02/02/2020;Boavista;Guimaraes;2;0;H;1;0;H;9;18;5;8;21;14;1;11;5;2;0;0
P1;07/02/2020;Pacos Ferreira;Boavista;0;1;A;0;1;A;20;7;5;3;16;20;13;2;2;4;0;0
P1;08/02/2020;Belenenses;Santa Clara;0;2;A;0;2;A;13;9;1;3;10;23;7;8;0;2;0;0
P1;08/02/2020;Famalicao;Guimaraes;0;7;A;0;2;A;6;19;3;10;11;14;1;6;2;3;1;0
P1;08/02/2020;Sp Braga;Gil Vicente;2;2;D;2;0;H;10;13;7;7;8;18;3;6;2;4;1;0
P1;08/02/2020;Porto;Benfica;3;2;H;3;1;H;17;9;4;3;12;19;4;4;4;6;0;0
P1;09/02/2020;Moreirense;Setubal;1;1;D;0;1;A;19;8;6;1;16;21;8;4;2;4;0;0
P1;09/02/2020;Tondela;Maritimo;0;0;D;0;0;D;10;10;1;5;23;28;3;4;1;3;0;0
P1;09/02/2020;Sp Lisbon;Portimonense;2;1;H;1;1;D;20;10;4;3;9;18;3;2;1;1;0;0
P1;09/02/2020;Aves;Rio Ave;0;4;A;0;1;A;7;12;2;6;15;17;5;10;5;1;1;0
P1;14/02/2020;Setubal;Gil Vicente;1;2;A;0;1;A;7;7;2;3;18;17;5;3;1;3;0;0
P1;15/02/2020;Portimonense;Moreirense;1;1;D;1;1;D;12;9;3;2;20;18;8;4;1;1;0;0
P1;15/02/2020;Santa Clara;Tondela;1;0;H;0;0;D;16;6;3;1;17;14;8;4;1;2;0;0
P1;15/02/2020;Benfica;Sp Braga;0;1;A;0;1;A;10;12;3;7;21;16;3;6;2;5;0;0
P1;15/02/2020;Rio Ave;Sp Lisbon;1;1;D;1;0;H;15;7;6;2;16;14;9;1;3;3;0;1
P1;16/02/2020;Boavista;Belenenses;1;2;A;0;1;A;19;11;4;4;16;13;9;6;1;2;0;1
P1;16/02/2020;Maritimo;Pacos Ferreira;3;0;H;1;0;H;8;16;5;3;16;17;5;6;2;3;0;0
P1;16/02/2020;Guimaraes;Porto;1;2;A;0;1;A;13;8;3;1;14;17;4;5;0;2;0;0
P1;16/02/2020;Famalicao;Aves;1;1;D;0;0;D;17;12;7;4;20;10;10;5;6;1;1;0
P1;21/02/2020;Aves;Guimaraes;0;2;A;0;0;D;8;9;2;4;18;21;6;5;2;1;0;0
P1;22/02/2020;Tondela;Rio Ave;1;2;A;0;0;D;7;9;4;3;9;14;4;3;0;0;0;0
P1;22/02/2020;Belenenses;Maritimo;1;0;H;1;0;H;9;18;3;1;18;15;0;2;4;4;0;0
P1;23/02/2020;Moreirense;Santa Clara;2;1;H;1;1;D;9;11;4;4;18;20;1;2;1;3;0;1
P1;23/02/2020;Pacos Ferreira;Famalicao;2;1;H;0;0;D;9;11;4;5;23;13;4;3;5;3;1;1
P1;23/02/2020;Sp Lisbon;Boavista;2;0;H;2;0;H;7;9;4;4;10;18;6;5;2;2;0;0
P1;23/02/2020;Sp Braga;Setubal;3;1;H;0;0;D;23;6;7;4;15;11;13;4;3;4;0;0
P1;23/02/2020;Porto;Portimonense;1;0;H;0;0;D;24;6;4;0;13;18;8;3;2;5;0;0
P1;24/02/2020;Gil Vicente;Benfica;0;1;A;0;1;A;16;10;7;4;20;17;9;6;1;1;0;0
P1;28/02/2020;Portimonense;Setubal;0;0;D;0;0;D;15;12;5;4;15;11;9;3;3;2;0;0
P1;29/02/2020;Rio Ave;Belenenses;0;0;D;0;0;D;10;5;2;0;13;19;12;1;3;5;0;0
P1;29/02/2020;Boavista;Gil Vicente;0;1;A;0;0;D;15;9;2;4;19;18;4;2;2;2;0;0
P1;01/03/2020;Aves;Pacos Ferreira;1;3;A;1;1;D;10;10;3;4;11;23;7;7;2;1;0;0
P1;01/03/2020;Maritimo;Sp Braga;1;2;A;0;1;A;12;18;3;6;14;17;5;8;4;3;0;0
P1;01/03/2020;Guimaraes;Tondela;2;0;H;2;0;H;12;9;5;2;19;16;7;4;1;2;0;0
P1;02/03/2020;Santa Clara;Porto;0;2;A;0;1;A;11;7;1;2;17;15;2;3;2;3;0;0
P1;02/03/2020;Benfica;Moreirense;1;1;D;0;0;D;26;7;9;1;13;15;10;0;1;3;0;0
P1;03/03/2020;Famalicao;Sp Lisbon;3;1;H;2;1;H;13;13;3;3;18;18;6;6;3;3;0;0
P1;06/03/2020;Sp Braga;Portimonense;3;1;H;2;0;H;19;13;9;5;17;20;3;7;0;3;0;0
P1;07/03/2020;Tondela;Boavista;1;1;D;1;1;D;11;10;4;6;11;25;0;5;0;2;0;0
P1;07/03/2020;Setubal;Benfica;1;1;D;0;0;D;3;15;2;6;13;12;1;8;4;3;0;0
P1;07/03/2020;Porto;Rio Ave;1;1;D;1;1;D;23;6;5;3;11;9;9;3;1;4;0;0
P1;08/03/2020;Belenenses;Famalicao;0;0;D;0;0;D;11;18;2;3;12;11;5;6;1;3;0;0
P1;08/03/2020;Moreirense;Maritimo;2;0;H;1;0;H;15;13;4;3;12;16;8;3;0;4;0;0
P1;08/03/2020;Gil Vicente;Santa Clara;1;1;D;0;0;D;9;4;3;2;21;15;6;5;1;0;0;0
P1;08/03/2020;Sp Lisbon;Aves;2;0;H;0;0;D;22;3;5;3;16;7;14;0;1;2;0;2
P1;08/03/2020;Pacos Ferreira;Guimaraes;1;2;A;1;0;H;12;13;5;4;15;13;5;5;2;2;0;0
P1;03/06/2020;Portimonense;Gil Vicente;1;0;H;0;0;D;6;6;2;2;20;15;5;5;0;2;0;0
P1;03/06/2020;Famalicao;Porto;2;1;H;0;0;D;7;16;2;6;20;15;1;7;4;1;0;0
P1;04/06/2020;Maritimo;Setubal;1;1;D;1;0;H;20;12;4;3;22;22;10;1;3;1;0;0
P1;04/06/2020;Benfica;Tondela;0;0;D;0;0;D;26;4;5;0;11;12;14;0;1;0;0;0
P1;04/06/2020;Guimaraes;Sp Lisbon;2;2;D;1;1;D;13;17;3;5;23;21;7;3;4;2;1;0
P1;05/06/2020;Santa Clara;Sp Braga;3;2;H;1;1;D;15;11;7;2;16;17;2;4;5;2;0;1
P1;05/06/2020;Aves;Belenenses;0;2;A;0;2;A;10;11;2;4;17;15;5;4;5;2;0;0
P1;06/06/2020;Boavista;Moreirense;0;1;A;0;0;D;26;5;9;3;21;24;7;2;4;6;1;0
P1;07/06/2020;Rio Ave;Pacos Ferreira;2;3;A;1;2;A;23;9;8;6;13;20;8;7;4;5;1;1
P1;09/06/2020;Gil Vicente;Famalicao;1;3;A;0;2;A;6;7;2;3;18;19;4;3;2;3;0;0
P1;10/06/2020;Setubal;Santa Clara;2;2;D;1;1;D;6;8;4;3;21;14;4;3;6;1;0;0
P1;10/06/2020;Portimonense;Benfica;2;2;D;0;2;A;10;11;4;4;18;17;5;3;5;3;0;0
P1;10/06/2020;Porto;Maritimo;1;0;H;1;0;H;15;10;8;1;15;13;8;1;4;3;0;0
P1;11/06/2020;Belenenses;Guimaraes;1;1;D;1;1;D;7;17;2;6;16;14;1;13;2;1;0;0
P1;11/06/2020;Tondela;Aves;2;0;H;1;0;H;6;12;4;1;21;17;5;7;3;2;0;1
P1;12/06/2020;Moreirense;Rio Ave;0;1;A;0;1;A;7;14;1;2;14;17;9;6;0;0;0;0
P1;12/06/2020;Sp Lisbon;Pacos Ferreira;1;0;H;0;0;D;6;11;2;5;24;18;5;4;2;2;0;0
P1;13/06/2020;Sp Braga;Boavista;0;1;A;0;0;D;9;7;3;3;22;16;9;6;2;3;0;0
P1;15/06/2020;Maritimo;Gil Vicente;2;1;H;2;1;H;15;6;9;2;17;13;4;4;2;0;0;0
P1;16/06/2020;Santa Clara;Portimonense;1;1;D;0;0;D;9;8;5;2;17;14;13;7;2;4;1;0
P1;16/06/2020;Aves;Porto;0;0;D;0;0;D;5;24;0;8;21;20;1;12;6;3;0;0
P1;17/06/2020;Pacos Ferreira;Belenenses;2;1;H;0;1;A;16;4;3;1;24;15;4;5;5;3;0;0
P1;17/06/2020;Rio Ave;Benfica;1;2;A;1;0;H;5;16;1;4;16;21;4;10;3;2;3;0
P1;18/06/2020;Boavista;Setubal;3;1;H;2;0;H;9;15;6;6;17;18;3;11;4;2;0;0
P1;18/06/2020;Sp Lisbon;Tondela;2;0;H;2;0;H;8;7;2;3;16;20;4;6;0;3;0;0
P1;19/06/2020;Guimaraes;Moreirense;1;1;D;1;0;H;13;11;4;4;15;11;6;5;3;0;1;0
P1;19/06/2020;Famalicao;Sp Braga;0;0;D;0;0;D;7;14;2;0;19;12;3;5;3;1;1;0
P1;21/06/2020;Gil Vicente;Aves;3;0;H;2;0;H;17;10;9;1;23;18;9;2;1;3;0;0
P1;22/06/2020;Portimonense;Maritimo;3;2;H;2;0;H;11;11;5;5;25;13;3;6;5;1;0;0
P1;23/06/2020;Setubal;Rio Ave;1;2;A;1;1;D;8;17;3;7;14;10;4;6;2;0;1;0
P1;23/06/2020;Benfica;Santa Clara;3;4;A;0;1;A;15;8;8;6;15;13;4;7;2;1;0;0
P1;23/06/2020;Porto;Boavista;4;0;H;0;0;D;12;6;7;2;17;19;6;3;2;3;0;0
P1;24/06/2020;Tondela;Pacos Ferreira;1;3;A;0;2;A;12;14;4;5;20;22;10;4;3;4;0;0
P1;24/06/2020;Moreirense;Famalicao;1;1;D;0;0;D;11;16;4;6;17;21;5;5;3;3;0;0
P1;25/06/2020;Sp Braga;Guimaraes;3;2;H;2;2;D;14;15;3;4;11;12;0;10;2;2;0;0
P1;26/06/2020;Belenenses;Sp Lisbon;1;3;A;1;3;A;11;10;3;7;25;10;8;7;4;1;0;0
P1;28/06/2020;Boavista;Santa Clara;1;0;H;1;0;H;12;10;2;4;17;25;4;4;3;2;0;0
P1;29/06/2020;Aves;Moreirense;0;1;A;0;0;D;14;7;3;2;20;26;8;3;2;1;0;0
P1;29/06/2020;Maritimo;Benfica;2;0;H;0;0;D;6;20;2;7;18;19;1;11;3;1;0;0
P1;29/06/2020;Pacos Ferreira;Porto;0;1;A;0;1;A;11;5;3;3;19;18;5;4;3;3;0;0
P1;30/06/2020;Famalicao;Portimonense;0;1;A;0;1;A;13;12;5;4;12;25;3;5;4;2;0;0
P1;30/06/2020;Guimaraes;Setubal;2;0;H;1;0;H;18;5;5;1;10;9;8;6;0;1;0;3
P1;30/06/2020;Rio Ave;Sp Braga;4;3;H;3;2;H;13;11;8;6;16;23;1;4;2;2;0;1
P1;01/07/2020;Belenenses;Tondela;1;1;D;1;1;D;11;11;3;4;19;15;2;5;3;5;0;1
P1;01/07/2020;Sp Lisbon;Gil Vicente;2;1;H;1;0;H;12;8;4;3;23;14;4;3;0;2;0;0
P1;03/07/2020;Santa Clara;Maritimo;0;1;A;0;0;D;13;13;4;7;17;24;5;6;2;2;0;0
P1;04/07/2020;Setubal;Pacos Ferreira;2;3;A;2;0;H;7;21;3;8;10;16;3;7;1;2;0;0
P1;04/07/2020;Portimonense;Guimaraes;0;1;A;0;0;D;13;9;3;3;21;13;5;3;1;1;0;0
P1;04/07/2020;Benfica;Boavista;3;1;H;3;0;H;15;6;9;3;13;15;8;2;1;2;0;0
P1;04/07/2020;Sp Braga;Aves;4;0;H;0;0;D;14;6;9;1;13;13;6;3;1;1;0;0
P1;05/07/2020;Gil Vicente;Rio Ave;1;0;H;1;0;H;13;5;4;1;0;0;0;0;0;0;0;0
P1;05/07/2020;Tondela;Famalicao;0;1;A;0;0;D;11;10;2;3;6;16;8;6;3;5;0;1
P1;05/07/2020;Porto;Belenenses;5;0;H;1;0;H;17;10;7;1;18;14;3;5;2;3;0;0
P1;06/07/2020;Moreirense;Sp Lisbon;0;0;D;0;0;D;9;14;0;2;16;19;5;9;3;4;1;0
P1;08/07/2020;Boavista;Maritimo;0;1;A;0;1;A;11;11;1;6;22;17;2;4;3;1;2;0
P1;08/07/2020;Aves;Setubal;1;0;H;1;0;H;7;14;4;3;20;17;5;4;5;4;1;1
P1;09/07/2020;Rio Ave;Portimonense;2;1;H;1;1;D;7;8;2;2;12;21;8;7;1;2;0;0
P1;09/07/2020;Tondela;Porto;1;3;A;0;0;D;9;13;2;4;15;17;3;3;3;4;0;0
P1;09/07/2020;Famalicao;Benfica;1;1;D;0;1;A;12;20;6;9;12;16;4;8;2;3;0;0
P1;10/07/2020;Guimaraes;Gil Vicente;1;2;A;0;0;D;12;10;1;4;16;13;3;1;2;0;0;0
P1;10/07/2020;Sp Lisbon;Santa Clara;1;0;H;0;0;D;12;4;1;0;12;15;8;3;4;2;0;0
P1;10/07/2020;Pacos Ferreira;Sp Braga;1;5;A;0;3;A;7;8;3;8;16;12;3;1;5;3;0;0
P1;11/07/2020;Belenenses;Moreirense;0;1;A;0;0;D;10;16;0;7;20;21;11;4;4;2;0;0
P1;13/07/2020;Maritimo;Rio Ave;0;0;D;0;0;D;16;9;3;2;19;20;4;5;0;2;0;0
P1;13/07/2020;Setubal;Famalicao;1;2;A;1;1;D;8;11;1;3;15;14;5;8;4;4;0;0
P1;14/07/2020;Santa Clara;Aves;3;0;H;2;0;H;12;9;4;3;13;19;4;11;0;1;0;0
P1;14/07/2020;Portimonense;Boavista;2;1;H;2;0;H;15;16;6;5;18;22;9;3;1;5;0;1
P1;14/07/2020;Benfica;Guimaraes;2;0;H;1;0;H;12;12;5;3;23;12;4;6;2;0;0;0
P1;14/07/2020;Gil Vicente;Tondela;3;2;H;1;0;H;11;15;6;7;13;19;8;10;2;4;0;0
P1;15/07/2020;Moreirense;Pacos Ferreira;1;1;D;1;0;H;12;6;3;2;16;13;4;4;2;5;0;0
P1;15/07/2020;Sp Braga;Belenenses;1;1;D;1;0;H;32;7;7;1;17;17;11;1;2;2;0;0
P1;15/07/2020;Porto;Sp Lisbon;2;0;H;0;0;D;8;8;4;2;16;20;5;8;4;2;0;0
P1;18/07/2020;Rio Ave;Santa Clara;2;2;D;1;1;D;18;11;6;7;23;15;9;4;3;2;0;0
P1;18/07/2020;Famalicao;Boavista;2;2;D;2;0;H;13;13;6;5;13;20;7;3;2;3;0;0
P1;19/07/2020;Belenenses;Gil Vicente;1;0;H;0;0;D;7;8;2;3;18;23;3;3;4;4;0;0
P1;19/07/2020;Guimaraes;Maritimo;1;0;H;1;0;H;10;7;4;2;24;14;3;1;2;4;0;0
P1;20/07/2020;Pacos Ferreira;Portimonense;2;1;H;2;1;H;10;9;2;3;14;22;0;5;2;3;0;0
P1;20/07/2020;Tondela;Sp Braga;1;0;H;0;0;D;8;7;2;1;22;18;4;5;5;0;1;0
P1;20/07/2020;Porto;Moreirense;6;1;H;1;1;D;14;8;9;4;13;10;2;3;1;1;0;0
P1;21/07/2020;Sp Lisbon;Setubal;0;0;D;0;0;D;13;3;3;1;15;18;6;0;1;3;0;0
P1;21/07/2020;Aves;Benfica;0;4;A;0;1;A;8;21;2;11;12;22;1;6;1;0;0;0
P1;24/07/2020;Santa Clara;Guimaraes;2;2;D;2;1;H;7;10;3;4;21;12;3;9;4;3;1;0
P1;24/07/2020;Gil Vicente;Pacos Ferreira;3;3;D;2;2;D;13;13;5;7;22;20;7;5;3;2;0;0
P1;25/07/2020;Boavista;Rio Ave;0;2;A;0;1;A;10;7;2;4;18;18;6;5;3;2;0;0
P1;25/07/2020;Maritimo;Famalicao;3;3;D;1;1;D;8;17;5;5;19;17;1;10;5;3;2;2
P1;25/07/2020;Benfica;Sp Lisbon;2;1;H;1;0;H;17;12;4;5;21;14;8;3;4;3;0;0
P1;25/07/2020;Sp Braga;Porto;2;1;H;0;1;A;11;10;5;5;16;13;8;3;6;3;0;0
P1;26/07/2020;Moreirense;Tondela;1;2;A;0;1;A;10;14;5;6;19;18;5;4;3;2;0;0
P1;26/07/2020;Portimonense;Aves;2;0;H;0;0;D;13;10;5;3;19;20;6;4;2;3;0;0
P1;26/07/2020;Setubal;Belenenses;2;0;H;1;0;H;11;8;4;2;15;9;2;4;3;1;0;0
P1;18/09/2020;Famalicao;Benfica;1;5;A;0;3;A;6;13;2;7;14;10;3;4;1;2;0;0
P1;18/09/2020;Guimaraes;Belenenses;0;1;A;0;0;D;11;4;2;3;14;20;7;2;1;4;0;0
P1;19/09/2020;Nacional;Boavista;3;3;D;2;2;D;14;8;7;3;24;21;6;4;4;3;0;0
P1;19/09/2020;Porto;Sp Braga;3;1;H;2;1;H;11;7;4;1;17;18;5;1;0;0;0;0
P1;20/09/2020;Santa Clara;Maritimo;2;0;H;0;0;D;12;12;5;2;15;17;5;6;2;1;0;0
P1;20/09/2020;Moreirense;Farense;2;0;H;1;0;H;13;10;5;2;17;13;4;6;2;4;0;1
P1;20/09/2020;Tondela;Rio Ave;1;1;D;1;0;H;7;14;2;4;15;11;1;6;1;0;0;0
P1;21/09/2020;Portimonense;Pacos Ferreira;1;1;D;0;1;A;12;16;3;5;23;16;4;9;1;1;0;0
P1;25/09/2020;Sp Braga;Santa Clara;0;1;A;0;1;A;22;6;4;1;13;17;8;0;2;4;0;0
P1;26/09/2020;Maritimo;Tondela;2;1;H;2;1;H;8;21;6;6;19;16;0;8;4;2;1;0
P1;26/09/2020;Benfica;Moreirense;2;0;H;1;0;H;29;5;10;1;11;15;10;1;2;0;0;0
P1;26/09/2020;Boavista;Porto;0;5;A;0;0;D;11;15;4;6;19;19;3;2;1;0;0;0
P1;27/09/2020;Farense;Nacional;0;1;A;0;0;D;18;9;4;4;11;15;11;5;1;4;0;0
P1;27/09/2020;Gil Vicente;Portimonense;1;0;H;0;0;D;9;13;3;2;14;12;10;7;2;3;0;0
P1;27/09/2020;Pacos Ferreira;Sp Lisbon;0;2;A;0;1;A;9;11;0;5;18;12;4;8;0;0;0;0
P1;27/09/2020;Rio Ave;Guimaraes;0;0;D;0;0;D;7;10;3;3;13;16;4;4;2;3;0;0
P1;28/09/2020;Belenenses;Famalicao;1;2;A;1;0;H;10;6;5;2;17;24;5;2;3;5;0;0
P1;02/10/2020;Moreirense;Boavista;1;1;D;0;1;A;14;16;6;5;10;19;5;3;1;1;0;0
P1;02/10/2020;Guimaraes;Pacos Ferreira;1;0;H;0;0;D;8;16;1;7;11;28;2;7;4;2;0;0
P1;03/10/2020;Santa Clara;Gil Vicente;0;0;D;0;0;D;12;8;3;1;14;18;8;3;1;3;0;0
P1;03/10/2020;Porto;Maritimo;2;3;A;1;1;D;32;11;10;4;19;16;9;0;2;4;0;0
P1;03/10/2020;Tondela;Sp Braga;0;4;A;0;4;A;13;18;4;8;13;15;5;8;1;0;0;0
P1;04/10/2020;Nacional;Belenenses;0;0;D;0;0;D;18;7;4;2;9;15;7;2;1;2;0;0
P1;04/10/2020;Benfica;Farense;3;2;H;1;0;H;12;14;7;9;12;12;3;2;3;3;0;0
P1;04/10/2020;Famalicao;Rio Ave;1;1;D;1;0;H;13;13;5;4;11;9;3;5;2;0;0;0
P1;04/10/2020;Portimonense;Sp Lisbon;0;2;A;0;2;A;14;10;6;4;17;20;7;2;1;1;0;0
P1;17/10/2020;Gil Vicente;Tondela;1;1;D;1;0;H;13;2;4;1;17;18;5;1;2;3;0;1
P1;17/10/2020;Maritimo;Portimonense;1;2;A;0;0;D;10;10;4;3;23;20;10;6;4;2;0;0
P1;17/10/2020;Sp Braga;Nacional;2;1;H;2;0;H;20;5;7;2;11;15;4;2;1;4;0;0
P1;17/10/2020;Sp Lisbon;Porto;2;2;D;1;2;A;13;10;5;5;18;20;4;1;5;4;1;0
P1;18/10/2020;Belenenses;Moreirense;0;0;D;0;0;D;15;8;5;4;22;14;7;3;2;2;0;0
P1;18/10/2020;Pacos Ferreira;Santa Clara;2;1;H;1;0;H;12;15;3;5;15;16;7;2;2;2;0;0
P1;18/10/2020;Farense;Famalicao;3;3;D;2;0;H;13;13;5;5;19;14;6;9;2;2;0;1
