Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
P1;12/03/2018;Chaves;Sp Lisbon;1;2;A;0;0;D;10;10;6;6;12;15;9;5;0;1;0;0
P1;16/03/2018;Setubal;Portimonense;1;1;D;1;1;D;7;5;3;4;16;21;5;7;1;2;0;0
P1;17/03/2018;Estoril;Pacos Ferreira;1;1;D;1;0;H;10;6;4;4;15;16;4;3;2;5;0;0
P1;17/03/2018;Feirense;Benfica;0;2;A;0;0;D;4;25;1;16;13;12;0;9;4;2;2;0
P1;17/03/2018;Porto;Boavista;2;0;H;1;0;H;9;4;5;2;17;11;10;3;2;4;0;0
P1;17/03/2018;Tondela;Maritimo;1;2;A;1;1;D;6;9;2;8;17;7;5;6;2;1;0;0
P1;18/03/2018;Chaves;Sp Braga;1;4;A;0;2;A;11;12;5;8;11;21;2;6;1;1;0;0
P1;18/03/2018;Guimaraes;Aves;2;1;H;1;1;D;9;10;5;6;19;21;2;2;2;1;0;0
P1;18/03/2018;Moreirense;Belenenses;2;1;H;1;0;H;9;5;6;4;19;11;9;4;7;3;0;0
P1;18/03/2018;Sp Lisbon;Rio Ave;2;0;H;1;0;H;11;3;6;1;25;12;7;1;3;1;0;0
P1;29/03/2018;Aves;Setubal;1;4;A;1;0;H;5;10;2;6;12;13;7;3;0;2;0;0
P1;30/03/2018;Boavista;Tondela;1;1;D;1;1;D;7;5;6;3;12;24;8;12;3;4;0;0
P1;30/03/2018;Maritimo;Feirense;4;1;H;0;0;D;13;10;10;7;19;16;13;3;1;3;0;0
P1;30/03/2018;Rio Ave;Estoril;2;0;H;2;0;H;9;11;9;5;25;20;3;6;3;2;0;1
P1;31/03/2018;Benfica;Guimaraes;2;0;H;1;0;H;13;3;6;2;9;12;5;4;2;3;0;0
P1;31/03/2018;Pacos Ferreira;Chaves;2;0;H;1;0;H;6;9;2;3;15;10;9;5;1;0;0;0
P1;31/03/2018;Portimonense;Moreirense;4;3;H;0;2;A;8;9;5;7;10;17;5;1;1;5;0;3
P1;31/03/2018;Sp Braga;Sp Lisbon;1;0;H;0;0;D;13;6;6;2;15;20;4;4;3;3;0;1
P1;02/04/2018;Belenenses;Porto;2;0;H;1;0;H;4;17;3;8;10;15;0;9;1;3;0;0
P1;06/04/2018;Guimaraes;Rio Ave;3;0;H;3;0;H;11;12;6;4;11;17;5;7;0;1;0;0
P1;07/04/2018;Estoril;Maritimo;1;1;D;1;0;H;13;4;4;2;15;15;5;4;3;5;0;0
P1;07/04/2018;Feirense;Sp Braga;2;2;D;0;1;A;15;10;4;4;20;13;4;6;2;5;0;0
P1;07/04/2018;Setubal;Benfica;1;2;A;1;1;D;6;9;2;5;16;18;3;5;2;2;0;0
P1;07/04/2018;Tondela;Portimonense;2;2;D;2;1;H;8;12;4;7;25;8;3;5;2;1;0;0
P1;08/04/2018;Chaves;Belenenses;1;1;D;0;0;D;11;9;3;6;12;10;4;5;2;3;0;0
P1;08/04/2018;Porto;Aves;2;0;H;2;0;H;16;4;8;0;11;22;7;4;0;2;0;0
P1;08/04/2018;Sp Lisbon;Pacos Ferreira;2;0;H;1;0;H;8;4;5;2;11;10;5;4;1;2;0;0
P1;09/04/2018;Moreirense;Boavista;1;0;H;0;0;D;7;5;4;3;10;20;7;7;2;4;0;0
P1;13/04/2018;Pacos Ferreira;Sp Braga;1;5;A;0;2;A;6;13;3;10;4;14;7;10;1;4;1;0
P1;14/04/2018;Aves;Feirense;1;0;H;1;0;H;4;7;2;1;18;21;5;6;4;2;0;0
P1;14/04/2018;Boavista;Chaves;3;3;D;2;1;H;12;8;5;4;22;14;4;2;4;2;0;0
P1;14/04/2018;Guimaraes;Setubal;1;1;D;1;1;D;5;6;4;1;22;18;3;6;2;3;0;0
P1;14/04/2018;Portimonense;Estoril;0;1;A;0;1;A;8;9;3;4;16;15;7;7;1;3;0;1
P1;15/04/2018;Belenenses;Sp Lisbon;3;4;A;1;3;A;9;10;6;6;14;16;3;4;3;6;2;0
P1;15/04/2018;Benfica;Porto;0;1;A;0;0;D;5;6;2;2;19;15;7;3;2;5;0;0
P1;15/04/2018;Maritimo;Moreirense;1;1;D;0;0;D;10;4;5;1;10;16;5;3;2;2;0;0
P1;16/04/2018;Rio Ave;Tondela;1;1;D;1;0;H;8;6;3;4;11;28;9;5;3;2;0;0
P1;20/04/2018;Sp Braga;Maritimo;2;0;H;0;0;D;11;3;4;2;17;14;9;8;2;3;0;0
P1;21/04/2018;Estoril;Benfica;1;2;A;0;1;A;7;10;3;7;14;13;3;3;4;3;0;0
P1;21/04/2018;Feirense;Guimaraes;2;1;H;1;1;D;13;9;7;3;21;18;5;4;2;3;0;0
P1;21/04/2018;Pacos Ferreira;Belenenses;1;1;D;1;0;H;10;7;4;3;9;11;6;3;2;1;1;0
P1;22/04/2018;Chaves;Portimonense;2;1;H;0;0;D;13;13;9;7;10;13;11;4;1;1;0;0
P1;22/04/2018;Moreirense;Rio Ave;2;1;H;1;1;D;8;12;5;4;20;12;4;14;3;2;0;0
P1;22/04/2018;Sp Lisbon;Boavista;1;0;H;1;0;H;13;1;8;0;18;20;9;3;1;5;0;0
P1;22/04/2018;Tondela;Aves;3;0;H;0;0;D;5;9;4;4;16;7;5;10;0;1;0;0
P1;23/04/2018;Porto;Setubal;5;1;H;4;1;H;6;7;5;3;21;13;3;3;2;1;0;0
P1;27/04/2018;Guimaraes;Moreirense;1;0;H;0;0;D;10;2;3;2;13;10;2;3;0;0;0;0
P1;28/04/2018;Benfica;Tondela;2;3;A;1;2;A;15;3;8;3;16;14;14;0;2;3;0;0
P1;28/04/2018;Portimonense;Sp Lisbon;1;2;A;1;1;D;8;14;4;7;17;11;4;5;0;1;0;0
P1;28/04/2018;Setubal;Feirense;0;2;A;0;0;D;9;7;3;4;12;24;6;4;2;2;0;0
P1;29/04/2018;Belenenses;Sp Braga;0;1;A;0;0;D;8;14;2;7;11;9;5;5;1;2;0;0
P1;29/04/2018;Boavista;Pacos Ferreira;1;0;H;0;0;D;7;2;3;1;19;18;1;7;2;3;0;0
P1;29/04/2018;Maritimo;Porto;0;1;A;0;0;D;2;12;1;6;18;18;3;7;3;3;2;0
P1;29/04/2018;Rio Ave;Chaves;2;1;H;0;0;D;10;4;5;2;22;21;1;6;7;4;0;2
P1;30/04/2018;Aves;Estoril;1;0;H;0;0;D;5;8;3;3;13;16;7;7;3;3;0;0
P1;04/05/2018;Sp Braga;Boavista;1;1;D;0;1;A;11;11;6;2;13;13;6;3;1;3;0;1
P1;05/05/2018;Belenenses;Portimonense;3;2;H;1;2;A;8;10;6;5;13;21;4;5;1;4;0;0
P1;05/05/2018;Sp Lisbon;Benfica;0;0;D;0;0;D;5;5;1;1;16;17;8;3;3;1;0;0
P1;05/05/2018;Tondela;Guimaraes;1;4;A;1;2;A;8;7;2;4;10;13;2;4;1;2;0;0
P1;06/05/2018;Chaves;Maritimo;4;1;H;2;1;H;14;15;5;3;12;20;6;3;1;3;0;0
P1;06/05/2018;Estoril;Setubal;2;1;H;1;0;H;8;14;5;4;18;15;0;10;4;1;0;0
P1;06/05/2018;Moreirense;Aves;0;3;A;0;1;A;7;11;2;8;20;21;4;6;2;1;0;0
P1;06/05/2018;Porto;Feirense;2;1;H;1;0;H;16;6;4;1;11;16;3;5;1;3;0;0
P1;07/05/2018;Pacos Ferreira;Rio Ave;0;0;D;0;0;D;10;5;4;1;23;17;7;6;3;3;0;0
P1;11/05/2018;Aves;Chaves;2;3;A;2;1;H;12;13;5;7;15;19;2;7;2;2;0;0
P1;12/05/2018;Boavista;Belenenses;1;0;H;1;0;H;13;7;6;4;21;13;4;4;3;4;0;1
P1;12/05/2018;Guimaraes;Porto;0;1;A;0;0;D;5;16;2;8;21;16;0;8;1;0;0;0
P1;13/05/2018;Benfica;Moreirense;1;0;H;0;0;D;8;2;2;1;16;13;6;3;3;4;0;0
P1;13/05/2018;Feirense;Estoril;0;0;D;0;0;D;8;13;4;5;21;14;1;5;2;1;0;1
P1;13/05/2018;Maritimo;Sp Lisbon;2;1;H;1;1;D;5;7;2;2;12;14;4;8;0;0;0;0
P1;13/05/2018;Portimonense;Pacos Ferreira;3;1;H;1;0;H;11;9;5;4;14;12;6;10;2;3;0;0
P1;13/05/2018;Rio Ave;Sp Braga;1;0;H;1;0;H;7;8;4;3;15;16;7;9;2;4;0;0
P1;13/05/2018;Setubal;Tondela;1;0;H;1;0;H;7;2;2;1;17;31;8;6;2;4;0;0
P1;10/08/2018;Benfica;Guimaraes;3;2;H;3;0;H;9;9;7;5;15;24;5;2;0;4;0;0
P1;11/08/2018;Porto;Chaves;5;0;H;3;0;H;14;2;6;0;11;12;7;0;0;2;0;1
P1;11/08/2018;Setubal;Aves;2;0;H;1;0;H;13;2;5;1;17;16;9;3;2;3;0;2
P1;11/08/2018;Tondela;Belenenses;0;1;A;0;0;D;14;6;4;3;15;13;10;5;2;2;1;0
P1;12/08/2018;Feirense;Rio Ave;2;0;H;2;0;H;12;7;5;1;17;9;3;4;1;2;0;0
P1;12/08/2018;Maritimo;Santa Clara;1;0;H;0;0;D;10;9;4;5;16;9;7;3;0;3;0;0
P1;12/08/2018;Moreirense;Sp Lisbon;1;3;A;1;1;D;3;6;3;4;21;15;6;4;5;5;0;0
P1;12/08/2018;Sp Braga;Nacional;4;2;H;2;2;D;16;10;12;8;10;15;4;2;1;3;0;0
P1;13/08/2018;Portimonense;Boavista;0;2;A;0;0;D;8;9;3;4;19;27;9;4;1;4;0;0
P1;17/08/2018;Aves;Tondela;2;2;D;1;1;D;16;12;6;5;15;13;5;9;3;3;0;0
P1;18/08/2018;Boavista;Benfica;0;2;A;0;1;A;4;17;1;8;12;21;2;9;4;1;0;0
P1;18/08/2018;Chaves;Portimonense;2;0;H;2;0;H;12;9;5;2;16;21;2;11;3;4;0;0
P1;18/08/2018;Sp Lisbon;Setubal;2;1;H;1;1;D;17;9;5;3;20;29;7;3;2;5;0;0
P1;19/08/2018;Belenenses;Porto;2;3;A;0;1;A;12;16;5;6;17;11;6;5;2;3;0;0
P1;19/08/2018;Nacional;Moreirense;1;2;A;0;1;A;17;14;8;8;11;24;8;2;0;5;0;0
P1;19/08/2018;Rio Ave;Maritimo;3;1;H;2;0;H;13;16;5;4;11;23;4;3;1;3;0;0
P1;19/08/2018;Santa Clara;Sp Braga;3;3;D;0;3;A;12;14;8;8;13;8;5;4;2;3;0;0
P1;20/08/2018;Guimaraes;Feirense;0;1;A;0;0;D;10;7;3;4;17;21;8;5;1;3;0;0
P1;24/08/2018;Maritimo;Chaves;2;1;H;0;1;A;13;10;6;3;12;9;5;2;4;4;0;0
P1;25/08/2018;Benfica;Sp Lisbon;1;1;D;0;0;D;19;11;10;4;14;17;11;1;4;5;0;0
P1;25/08/2018;Portimonense;Santa Clara;2;2;D;0;1;A;26;9;11;3;13;23;6;5;0;3;0;0
P1;25/08/2018;Porto;Guimaraes;2;3;A;2;0;H;18;8;10;3;16;12;8;3;3;2;0;0
P1;26/08/2018;Feirense;Boavista;1;1;D;0;1;A;17;7;5;4;15;25;4;1;2;5;0;1
P1;26/08/2018;Setubal;Nacional;1;2;A;0;1;A;11;11;4;4;17;26;4;2;4;5;1;0
P1;26/08/2018;Sp Braga;Aves;3;1;H;0;0;D;20;8;6;4;12;18;9;1;1;4;0;0
P1;26/08/2018;Tondela;Rio Ave;1;1;D;0;1;A;12;14;5;4;23;6;3;7;2;2;1;0
P1;27/08/2018;Moreirense;Belenenses;1;1;D;0;0;D;17;9;7;3;22;11;8;1;2;2;0;0
P1;31/08/2018;Chaves;Sp Braga;0;1;A;0;1;A;17;9;2;3;19;22;9;4;2;5;0;0
P1;31/08/2018;Guimaraes;Tondela;1;0;H;1;0;H;6;9;2;3;18;17;2;10;2;1;0;1
P1;01/09/2018;Belenenses;Setubal;0;0;D;0;0;D;8;6;4;2;20;13;2;5;0;1;0;0
P1;01/09/2018;Santa Clara;Boavista;4;2;H;1;1;D;11;15;5;6;22;19;9;6;4;3;0;0
P1;01/09/2018;Sp Lisbon;Feirense;1;0;H;0;0;D;26;6;12;2;21;15;9;0;4;6;0;0
P1;02/09/2018;Aves;Maritimo;0;1;A;0;1;A;12;16;2;3;22;15;4;4;2;3;0;0
P1;02/09/2018;Nacional;Benfica;0;4;A;0;2;A;5;16;2;7;7;15;2;5;1;3;0;0
P1;02/09/2018;Porto;Moreirense;3;0;H;2;0;H;15;7;5;3;16;11;11;4;2;1;0;0
P1;02/09/2018;Rio Ave;Portimonense;2;1;H;0;1;A;22;11;5;4;13;16;8;3;3;2;0;2
P1;21/09/2018;Boavista;Chaves;1;2;A;0;1;A;19;7;4;3;15;17;10;2;3;4;0;0
P1;22/09/2018;Maritimo;Belenenses;0;0;D;0;0;D;10;16;3;5;12;16;7;9;1;1;0;0
P1;22/09/2018;Santa Clara;Rio Ave;1;3;A;0;0;D;20;10;8;4;22;12;11;3;2;4;1;1
P1;22/09/2018;Setubal;Porto;0;2;A;0;1;A;10;11;2;4;13;16;6;2;1;2;0;0
P1;23/09/2018;Benfica;Aves;2;0;H;1;0;H;26;12;7;4;15;18;13;3;1;4;0;0
P1;23/09/2018;Feirense;Nacional;0;0;D;0;0;D;4;10;0;2;14;25;4;3;2;2;0;0
P1;23/09/2018;Portimonense;Guimaraes;3;2;H;1;0;H;13;9;6;3;19;12;5;6;2;4;0;0
P1;23/09/2018;Tondela;Moreirense;2;0;H;1;0;H;9;12;4;0;17;15;0;6;0;0;0;0
P1;24/09/2018;Sp Braga;Sp Lisbon;1;0;H;0;0;D;13;12;4;3;10;11;5;4;1;2;0;0
P1;27/09/2018;Chaves;Benfica;2;2;D;0;1;A;10;12;5;5;12;21;3;3;3;1;0;1
P1;28/09/2018;Porto;Tondela;1;0;H;0;0;D;31;7;9;0;19;22;11;2;3;5;0;0
P1;29/09/2018;Moreirense;Feirense;1;0;H;0;0;D;19;6;5;2;22;16;7;6;1;2;0;0
P1;29/09/2018;Rio Ave;Boavista;2;1;H;2;0;H;19;15;4;5;16;18;7;9;2;3;0;1
P1;29/09/2018;Sp Lisbon;Maritimo;2;0;H;2;0;H;12;7;3;1;14;14;4;1;2;3;0;0
P1;30/09/2018;Belenenses;Sp Braga;0;3;A;0;2;A;8;18;0;8;10;7;6;4;4;0;0;0
P1;30/09/2018;Guimaraes;Setubal;1;1;D;0;0;D;14;15;5;4;15;16;3;3;2;3;0;0
P1;30/09/2018;Nacional;Santa Clara;0;3;A;0;1;A;12;12;1;4;7;18;6;10;1;2;0;0
P1;01/10/2018;Aves;Portimonense;3;0;H;1;0;H;12;17;4;2;12;10;6;5;2;1;0;0
P1;05/10/2018;Feirense;Belenenses;0;0;D;0;0;D;11;9;1;1;18;17;10;2;3;2;0;0
P1;05/10/2018;Santa Clara;Chaves;1;0;H;0;0;D;12;8;4;2;17;9;7;7;2;1;0;0
P1;05/10/2018;Tondela;Nacional;1;1;D;0;0;D;16;16;3;4;11;10;3;7;1;2;0;0
P1;06/10/2018;Maritimo;Guimaraes;1;3;A;0;1;A;20;15;5;6;15;10;7;6;1;0;0;0
P1;06/10/2018;Setubal;Moreirense;3;0;H;1;0;H;12;11;5;3;23;20;3;2;2;3;0;2
P1;06/10/2018;Sp Braga;Rio Ave;1;1;D;1;1;D;13;8;5;3;26;11;4;7;4;4;1;0
P1;07/10/2018;Benfica;Porto;1;0;H;0;0;D;10;11;2;1;24;20;2;4;4;5;1;0
P1;07/10/2018;Boavista;Aves;1;0;H;0;0;D;20;11;5;2;12;23;11;4;3;4;0;0
P1;07/10/2018;Portimonense;Sp Lisbon;4;2;H;2;0;H;12;17;6;5;22;14;5;5;5;1;0;0
P1;26/10/2018;Guimaraes;Sp Braga;1;1;D;1;1;D;13;15;4;1;18;12;7;4;1;2;0;0
P1;26/10/2018;Nacional;Portimonense;0;1;A;0;1;A;8;7;3;2;10;17;1;1;1;1;0;0
P1;27/10/2018;Aves;Santa Clara;1;2;A;0;2;A;17;9;6;4;18;15;8;9;2;2;0;1
P1;27/10/2018;Belenenses;Benfica;2;0;H;2;0;H;7;24;6;7;14;13;5;11;2;2;0;0
P1;27/10/2018;Rio Ave;Chaves;1;0;H;0;0;D;7;12;5;2;18;23;3;8;3;3;0;0
P1;28/10/2018;Moreirense;Maritimo;1;0;H;0;0;D;19;11;5;2;15;11;4;4;1;2;0;0
P1;28/10/2018;Porto;Feirense;2;0;H;1;0;H;17;6;7;3;21;11;4;6;1;3;0;0
P1;28/10/2018;Sp Lisbon;Boavista;3;0;H;1;0;H;21;10;9;1;12;13;9;4;2;3;0;0
P1;28/10/2018;Tondela;Setubal;1;2;A;0;1;A;10;9;6;3;18;24;7;6;3;3;0;0
P1;02/11/2018;Benfica;Moreirense;1;3;A;1;3;A;21;9;8;4;17;12;8;2;2;3;1;0
P1;03/11/2018;Boavista;Guimaraes;0;0;D;0;0;D;7;20;3;4;25;13;7;11;3;4;0;0
P1;03/11/2018;Maritimo;Porto;0;2;A;0;0;D;6;15;2;4;16;15;4;11;4;2;1;0
P1;03/11/2018;Portimonense;Belenenses;1;1;D;0;0;D;12;8;3;1;19;10;1;6;2;3;0;0
P1;04/11/2018;Feirense;Tondela;2;4;A;1;1;D;12;15;5;7;17;22;7;5;4;3;0;0
P1;04/11/2018;Santa Clara;Sp Lisbon;1;2;A;1;0;H;8;18;1;7;10;7;3;7;2;3;1;0
P1;04/11/2018;Sp Braga;Setubal;2;1;H;2;1;H;17;13;3;5;18;20;2;5;1;3;0;0
P1;05/11/2018;Chaves;Aves;1;2;A;0;1;A;13;11;2;5;10;15;6;4;3;3;0;0
P1;05/11/2018;Rio Ave;Nacional;3;3;D;2;1;H;13;13;5;6;13;17;3;3;2;5;0;0
P1;09/11/2018;Moreirense;Portimonense;2;0;H;1;0;H;12;12;4;4;17;15;8;6;2;1;0;0
P1;09/11/2018;Setubal;Feirense;2;1;H;1;1;D;10;6;2;1;20;20;7;3;4;4;0;0
P1;10/11/2018;Aves;Rio Ave;2;1;H;2;0;H;19;11;8;5;22;11;13;4;3;3;0;1
P1;10/11/2018;Belenenses;Boavista;0;0;D;0;0;D;12;11;2;3;23;26;4;2;5;6;0;0
P1;10/11/2018;Nacional;Maritimo;1;0;H;0;0;D;16;9;3;2;12;22;0;3;3;2;0;0
P1;10/11/2018;Porto;Sp Braga;1;0;H;0;0;D;17;10;3;2;16;18;9;5;1;1;0;0
P1;11/11/2018;Guimaraes;Santa Clara;2;0;H;1;0;H;20;7;6;1;15;11;10;3;1;2;0;0
P1;11/11/2018;Sp Lisbon;Chaves;2;1;H;1;0;H;17;3;5;1;11;10;10;2;1;2;0;1
P1;11/11/2018;Tondela;Benfica;1;3;A;1;1;D;7;15;4;5;14;12;2;7;4;3;2;0
P1;30/11/2018;Santa Clara;Belenenses;2;3;A;1;1;D;14;10;4;6;13;14;5;7;3;0;1;0
P1;01/12/2018;Benfica;Feirense;4;0;H;0;0;D;15;3;7;1;17;14;7;0;2;2;0;0
P1;01/12/2018;Maritimo;Setubal;0;1;A;0;0;D;12;10;3;4;17;22;4;6;1;2;0;0
P1;01/12/2018;Sp Braga;Moreirense;2;0;H;2;0;H;14;15;5;2;15;19;2;5;1;2;0;0
P1;02/12/2018;Aves;Nacional;2;3;A;1;1;D;15;16;5;7;16;19;9;4;3;4;0;0
P1;02/12/2018;Boavista;Porto;0;1;A;0;0;D;4;24;2;6;25;11;1;8;6;1;0;0
P1;02/12/2018;Chaves;Guimaraes;0;1;A;0;1;A;13;15;8;7;12;17;7;4;1;0;0;0
P1;02/12/2018;Portimonense;Tondela;3;2;H;3;1;H;16;10;6;5;16;19;8;9;3;6;0;1
P1;03/12/2018;Rio Ave;Sp Lisbon;1;3;A;1;2;A;12;20;4;6;11;27;6;11;3;5;0;0
P1;07/12/2018;Porto;Portimonense;4;1;H;1;1;D;25;8;9;4;10;10;8;0;2;1;0;0
P1;08/12/2018;Belenenses;Chaves;1;0;H;1;0;H;10;12;4;4;12;19;5;6;1;1;0;0
P1;08/12/2018;Setubal;Benfica;0;1;A;0;1;A;14;12;3;3;23;20;3;5;3;4;0;0
P1;08/12/2018;Tondela;Sp Braga;0;1;A;0;1;A;8;6;3;3;15;19;6;2;3;1;0;0
P1;09/12/2018;Guimaraes;Rio Ave;3;2;H;2;1;H;12;11;7;3;23;14;3;7;4;2;0;0
P1;09/12/2018;Moreirense;Santa Clara;0;1;A;0;0;D;11;11;3;3;21;14;9;6;5;4;1;0
P1;09/12/2018;Nacional;Boavista;0;0;D;0;0;D;26;5;7;1;15;24;16;1;2;2;0;0
P1;09/12/2018;Sp Lisbon;Aves;4;1;H;2;1;H;10;15;5;4;15;12;3;6;2;5;1;0
P1;10/12/2018;Feirense;Maritimo;1;1;D;0;0;D;10;9;5;4;25;20;3;5;3;4;0;0
P1;14/12/2018;Portimonense;Setubal;3;1;H;2;0;H;18;15;7;7;16;20;5;5;1;4;0;0
P1;14/12/2018;Sp Braga;Feirense;4;0;H;2;0;H;16;4;6;1;19;16;4;4;0;1;0;0
P1;15/12/2018;Aves;Guimaraes;1;1;D;1;1;D;15;13;5;6;20;14;10;5;2;0;0;0
P1;15/12/2018;Boavista;Tondela;2;0;H;2;0;H;18;10;6;3;25;19;5;10;2;4;0;0
P1;15/12/2018;Chaves;Moreirense;1;2;A;0;0;D;8;13;1;5;18;18;2;6;0;2;0;0
P1;15/12/2018;Santa Clara;Porto;1;2;A;1;1;D;10;14;3;8;21;24;6;8;1;3;0;0
P1;16/12/2018;Maritimo;Benfica;0;1;A;0;1;A;6;14;0;5;18;12;4;7;5;3;0;0
P1;16/12/2018;Rio Ave;Belenenses;2;2;D;1;0;H;8;12;1;4;20;19;6;6;3;1;0;0
P1;16/12/2018;Sp Lisbon;Nacional;5;2;H;1;2;A;20;15;9;5;26;9;6;7;3;3;0;0
P1;22/12/2018;Belenenses;Aves;5;2;H;2;2;D;12;7;8;4;13;20;3;5;0;1;0;0
P1;22/12/2018;Feirense;Portimonense;0;1;A;0;0;D;12;16;2;6;19;13;1;5;4;4;0;0
P1;22/12/2018;Moreirense;Boavista;2;1;H;2;1;H;13;12;6;4;21;14;7;2;3;5;0;1
P1;22/12/2018;Setubal;Santa Clara;0;2;A;0;1;A;8;10;5;3;31;16;5;2;4;4;0;0
P1;22/12/2018;Tondela;Maritimo;2;1;H;1;1;D;15;10;6;2;16;19;6;3;4;3;0;1
P1;23/12/2018;Benfica;Sp Braga;6;2;H;2;0;H;13;11;8;5;15;17;8;2;1;3;0;0
P1;23/12/2018;Guimaraes;Sp Lisbon;1;0;H;1;0;H;19;17;7;2;13;15;10;7;3;3;0;0
P1;23/12/2018;Nacional;Chaves;2;0;H;1;0;H;10;11;3;3;18;20;7;4;3;4;0;0
P1;23/12/2018;Porto;Rio Ave;2;1;H;2;1;H;17;7;4;4;16;18;4;2;1;4;0;1
P1;02/01/2019;Boavista;Setubal;1;0;H;0;0;D;12;16;3;7;19;19;4;7;6;4;2;0
P1;02/01/2019;Nacional;Guimaraes;1;0;H;1;0;H;11;6;3;2;17;15;4;3;3;4;0;0
P1;02/01/2019;Portimonense;Benfica;2;0;H;2;0;H;9;14;5;3;15;13;3;8;2;2;0;1
P1;02/01/2019;Rio Ave;Moreirense;1;2;A;1;0;H;12;15;3;4;12;17;5;10;3;3;0;0
P1;02/01/2019;Santa Clara;Tondela;1;2;A;0;0;D;9;12;4;4;20;19;4;1;3;3;1;0
P1;02/01/2019;Sp Braga;Maritimo;2;0;H;2;0;H;14;6;5;1;14;17;6;1;2;1;0;0
P1;03/01/2019;Aves;Porto;0;1;A;0;1;A;13;10;2;4;22;20;4;4;2;1;0;0
P1;03/01/2019;Chaves;Feirense;0;0;D;0;0;D;12;6;4;1;14;26;7;5;2;3;0;0
P1;03/01/2019;Sp Lisbon;Belenenses;2;1;H;0;0;D;12;11;4;4;12;5;4;1;3;4;0;0
P1;05/01/2019;Maritimo;Portimonense;2;1;H;1;0;H;9;17;4;8;17;13;2;5;4;4;0;0
P1;06/01/2019;Belenenses;Guimaraes;1;0;H;1;0;H;5;16;4;2;17;13;1;5;0;1;0;0
P1;06/01/2019;Benfica;Rio Ave;4;2;H;2;2;D;11;13;6;5;25;19;5;4;3;3;0;0
P1;06/01/2019;Feirense;Santa Clara;2;2;D;0;1;A;6;11;4;3;23;15;8;6;4;2;0;0
P1;06/01/2019;Setubal;Chaves;0;0;D;0;0;D;13;12;1;3;22;15;4;8;0;1;0;0
P1;06/01/2019;Sp Braga;Boavista;1;0;H;1;0;H;9;20;5;3;17;13;6;4;3;4;0;1
P1;07/01/2019;Moreirense;Aves;1;0;H;0;0;D;17;8;9;4;12;13;5;2;1;1;0;0
P1;07/01/2019;Porto;Nacional;3;1;H;2;1;H;13;8;4;3;17;10;6;6;0;0;0;0
P1;07/01/2019;Tondela;Sp Lisbon;2;1;H;1;0;H;7;22;5;7;25;16;4;11;5;4;1;0
P1;10/01/2019;Portimonense;Sp Braga;1;1;D;1;0;H;11;14;5;6;14;11;4;9;3;2;1;0
P1;11/01/2019;Aves;Feirense;1;1;D;1;0;H;21;7;7;3;18;25;6;1;0;3;0;0
P1;11/01/2019;Guimaraes;Moreirense;1;0;H;0;0;D;9;8;3;0;13;19;6;6;3;2;1;0
P1;11/01/2019;Santa Clara;Benfica;0;2;A;0;1;A;7;20;5;4;13;16;2;6;3;3;1;0
P1;12/01/2019;Boavista;Maritimo;0;1;A;0;0;D;23;8;4;3;20;17;8;3;2;3;0;0
P1;12/01/2019;Sp Lisbon;Porto;0;0;D;0;0;D;12;9;3;1;23;19;7;3;4;4;0;0
P1;13/01/2019;Chaves;Tondela;2;1;H;1;0;H;12;14;3;3;23;15;4;8;3;1;0;1
P1;13/01/2019;Nacional;Belenenses;0;1;A;0;0;D;20;11;4;4;16;18;5;6;3;3;0;0
P1;13/01/2019;Rio Ave;Setubal;1;1;D;1;0;H;8;14;6;8;17;29;1;9;5;6;1;0
P1;18/01/2019;Chaves;Porto;1;4;A;0;2;A;10;15;3;6;20;10;5;6;1;2;0;0
P1;18/01/2019;Guimaraes;Benfica;0;1;A;0;0;D;10;11;2;3;13;11;6;6;4;2;0;0
P1;18/01/2019;Nacional;Sp Braga;0;3;A;0;0;D;4;15;0;6;25;13;2;4;2;2;0;0
P1;19/01/2019;Belenenses;Tondela;2;2;D;1;2;A;13;13;4;3;19;22;2;4;3;0;0;0
P1;19/01/2019;Santa Clara;Maritimo;0;1;A;0;1;A;13;12;1;4;18;19;11;2;1;6;0;0
P1;19/01/2019;Sp Lisbon;Moreirense;2;1;H;2;1;H;10;7;4;2;14;8;2;4;2;2;0;0
P1;20/01/2019;Aves;Setubal;2;1;H;1;0;H;16;6;4;1;21;15;9;9;1;4;0;1
P1;20/01/2019;Boavista;Portimonense;0;2;A;0;1;A;13;12;1;4;16;11;6;1;1;1;0;0
P1;20/01/2019;Rio Ave;Feirense;0;0;D;0;0;D;12;7;2;3;15;34;11;2;0;4;0;0
P1;28/01/2019;Feirense;Guimaraes;1;2;A;1;2;A;7;16;3;6;22;14;1;11;0;1;0;0
P1;28/01/2019;Maritimo;Rio Ave;0;2;A;0;0;D;12;11;2;6;17;13;3;4;3;2;0;0
P1;28/01/2019;Moreirense;Nacional;2;1;H;1;0;H;15;6;5;3;12;16;4;5;1;4;0;1
P1;28/01/2019;Tondela;Aves;0;2;A;0;0;D;6;14;3;8;11;19;6;7;2;1;1;0
P1;29/01/2019;Benfica;Boavista;5;1;H;2;1;H;18;7;9;3;17;15;16;4;0;1;0;0
P1;29/01/2019;Portimonense;Chaves;0;1;A;0;1;A;14;10;4;5;18;12;8;5;4;6;0;0
